session_key,subject,condition,trial,window_index,time_minutes,theta_power,alpha_power,beta_power,gamma_power,theta_alpha,beta_alpha,alpha_beta,beta_theta,dominant_frequency,dominant_band
a_concentrating_2,a,concentrating,2,3,0.125,63.604193409478476,12.903706786469337,39.511554519767145,32.686651947545876,4.929141250805003,3.0620313351508,0.32658058998953765,0.6212098983064696,1.0,other
a_concentrating_2,a,concentrating,2,4,0.16666666666666666,35.034846639398445,11.67133942895164,40.300880183341235,33.64963104035842,3.0017845725994277,3.452978163189381,0.28960507502206123,1.1503084514153652,0.5,other
a_concentrating_2,a,concentrating,2,5,0.20833333333333334,75.78497967656476,24.714579837957793,47.34444161886758,34.90544562587091,3.0664077711800988,1.9156482501132306,0.5220165027378548,0.6247206480878434,1.0,other
a_concentrating_2,a,concentrating,2,6,0.25,153.80828304830374,24.62177291401881,53.855661566077494,44.96033522234949,6.24684028990985,2.1873185880702315,0.45718077167819116,0.350147992674517,1.0,other
a_concentrating_2,a,concentrating,2,7,0.2916666666666667,221.42324025089394,24.908412489062304,73.6885807644537,79.65674353998548,8.889496283559803,2.958381261624424,0.3380226926704193,0.3327951514075822,1.0,other
a_concentrating_2,a,concentrating,2,8,0.3333333333333333,309.6674351146101,47.69917593324383,89.35952151879076,85.5032501352001,6.492091929386732,1.873397595879887,0.5337895181456799,0.2885660918324142,1.0,other
a_concentrating_2,a,concentrating,2,9,0.375,278.8113797015369,42.67526619358714,93.7971655875548,71.57185839301086,6.533324910892628,2.197928072951301,0.45497394218967085,0.3364179958793761,1.0,other
a_concentrating_2,a,concentrating,2,10,0.4166666666666667,98.39170535691257,24.384912041968832,80.68312218223208,77.86010445214609,4.034941983287484,3.3087313189142735,0.3022306448044079,0.8200195523551177,1.0,other
a_concentrating_2,a,concentrating,2,11,0.4583333333333333,92.25672674695757,16.394108969729093,101.38721259888119,98.54757002902511,5.627431592488803,6.184368591552468,0.1616979947420904,1.0989682397573761,1.0,other
a_concentrating_2,a,concentrating,2,12,0.5,194.46210848988488,19.51127695209871,139.03242502551765,126.40551888446679,9.966652052928179,7.125747093173354,0.14033616221912018,0.7149589506417882,1.0,other
a_concentrating_2,a,concentrating,2,13,0.5416666666666666,165.14002549264148,49.84960941807208,236.99142002265037,143.71528963734494,3.3127646820192123,4.7541279217472345,0.21034351966542805,1.4350937594666324,1.0,other
a_concentrating_2,a,concentrating,2,14,0.5833333333333334,386.155611090576,66.38128586249377,352.77526926569413,170.5427813733003,5.817236079013025,5.314378362547154,0.18816876251180303,0.9135572788114887,1.0,other
a_concentrating_2,a,concentrating,2,15,0.625,502.14095349557135,71.63721262379401,488.7803288380368,280.08359037916273,7.009498766131323,6.8229947946870615,0.14656320722663915,0.9733926807512377,1.0,other
a_concentrating_2,a,concentrating,2,16,0.6666666666666666,272.6227514937511,37.513910796935605,378.52698702787865,228.66290804223974,7.267244222269164,10.090309940674043,0.09910498348212275,1.388464407148187,1.0,other
a_concentrating_2,a,concentrating,2,17,0.7083333333333334,92.53517039843399,28.0864486819937,384.42131544591234,206.83756282278014,3.2946554207032426,13.687074496262886,0.07306163199981411,4.15432655271166,1.0,other
a_concentrating_2,a,concentrating,2,18,0.75,62.53122454264489,28.56372902859811,360.35946079730076,249.62557254779597,2.1891828087305547,12.615980932899467,0.07926454592145417,5.762872283934623,0.5,other
a_neutral_1,a,neutral,1,0,0.0,14.790861546576807,10.835257628026216,10.697908448675625,3.2629472024628696,1.3650678234285007,0.9873238658400398,1.012838881544887,0.7232782495453448,1.0,other
a_neutral_1,a,neutral,1,1,0.041666666666666664,13.526201573157026,8.155259443882393,9.652939227381284,2.964074409072157,1.6585862983554258,1.183645878319955,0.8448472793394772,0.7136474475241965,1.5,other
a_neutral_1,a,neutral,1,2,0.08333333333333333,16.216881857235297,8.050465535316416,8.820256260562719,3.856940567913586,2.01440299149084,1.0956206472618664,0.9127246757343996,0.5438934770698528,1.5,other
a_neutral_1,a,neutral,1,3,0.125,13.192367026184037,8.690621545776157,11.209571213451825,5.078358292375897,1.5180004049993217,1.2898468946562214,0.7752858142644339,0.8497012849326596,1.0,other
